n,e,d6,num_digons,num_distinct_eigenvalues,spectrum,max_eig,min_eig
5,13,&D\URY?,3,5,2.364612;1.573355;0.436353;-1.144225;-3.230094,2.364612,-3.230094
5,13,&D\QJN?,3,5,2.364612;1.573355;0.436353;-1.144225;-3.230094,2.364612,-3.230094
5,13,&D\UYL?,3,5,2.364612;1.573355;0.436353;-1.144225;-3.230094,2.364612,-3.230094
5,13,&D\UJ[?,3,5,2.364612;1.573355;0.436353;-1.144225;-3.230094,2.364612,-3.230094
5,15,&D^ZLF?,5,5,2.364612;1.573355;0.436353;-1.144225;-3.230094,2.364612,-3.230094
5,12,&D^OZD?,2,5,2.353001;1.810260;0.229967;-1.335441;-3.057787,2.353001,-3.057787
5,12,&D^ORU?,2,5,2.353001;1.810260;0.229967;-1.335441;-3.057787,2.353001,-3.057787
5,12,&D\SZH?,2,5,2.353001;1.810260;0.229967;-1.335441;-3.057787,2.353001,-3.057787
5,12,&D\SRY?,2,5,2.353001;1.810260;0.229967;-1.335441;-3.057787,2.353001,-3.057787
5,14,&D^QRV?,4,5,2.353001;1.810260;0.229967;-1.335441;-3.057787,2.353001,-3.057787
5,14,&D^YQV?,4,5,2.353001;1.810260;0.229967;-1.335441;-3.057787,2.353001,-3.057787
5,14,&D^YJF?,4,5,2.353001;1.810260;0.229967;-1.335441;-3.057787,2.353001,-3.057787
5,14,&D\UZ[?,4,5,2.353001;1.810260;0.229967;-1.335441;-3.057787,2.353001,-3.057787
5,14,&D^^DB?,4,5,2.353001;1.810260;0.229967;-1.335441;-3.057787,2.353001,-3.057787
5,14,&D^ZLD?,4,5,2.353001;1.810260;0.229967;-1.335441;-3.057787,2.353001,-3.057787
5,14,&D\^DY?,4,5,2.353001;1.810260;0.229967;-1.335441;-3.057787,2.353001,-3.057787
5,14,&D\ZL[?,4,5,2.353001;1.810260;0.229967;-1.335441;-3.057787,2.353001,-3.057787
5,12,&D^Y@U?,2,5,2.292402;1.732051;0.602705;-1.732051;-2.895107,2.292402,-2.895107
5,12,&D^QQF?,2,5,2.292402;1.732051;0.602705;-1.732051;-2.895107,2.292402,-2.895107
5,12,&D\]HH?,2,5,2.292402;1.732051;0.602705;-1.732051;-2.895107,2.292402,-2.895107
5,12,&D\UYW?,2,5,2.292402;1.732051;0.602705;-1.732051;-2.895107,2.292402,-2.895107
5,12,&D\UBJ?,2,5,2.292402;1.732051;0.602705;-1.732051;-2.895107,2.292402,-2.895107
5,12,&D\QJ[?,2,5,2.292402;1.732051;0.602705;-1.732051;-2.895107,2.292402,-2.895107
5,12,&DX]SY?,2,5,2.292402;1.732051;0.602705;-1.732051;-2.895107,2.292402,-2.895107
5,12,&DXY[L?,2,5,2.292402;1.732051;0.602705;-1.732051;-2.895107,2.292402,-2.895107
5,14,&D^U]D?,4,5,2.292402;1.732051;0.602705;-1.732051;-2.895107,2.292402,-2.895107
5,14,&D^UUF?,4,5,2.292402;1.732051;0.602705;-1.732051;-2.895107,2.292402,-2.895107
5,14,&D\U][?,4,5,2.292402;1.732051;0.602705;-1.732051;-2.895107,2.292402,-2.895107
5,14,&D\U]L?,4,5,2.292402;1.732051;0.602705;-1.732051;-2.895107,2.292402,-2.895107
5,12,&D^OQV?,2,3,2.236068;2.236068;0.000000;-2.236068;-2.236068,2.236068,-2.236068
5,12,&D\OJ]?,2,3,2.236068;2.236068;0.000000;-2.236068;-2.236068,2.236068,-2.236068
5,14,&D^YJT?,4,3,2.236068;2.236068;0.000000;-2.236068;-2.236068,2.236068,-2.236068
5,14,&D^Z@V?,4,3,2.236068;2.236068;0.000000;-2.236068;-2.236068,2.236068,-2.236068
5,14,&D\YY\?,4,3,2.236068;2.236068;0.000000;-2.236068;-2.236068,2.236068,-2.236068
5,14,&D^ZDU?,4,3,2.236068;2.236068;0.000000;-2.236068;-2.236068,2.236068,-2.236068
5,14,&D\^LH?,4,3,2.236068;2.236068;0.000000;-2.236068;-2.236068,2.236068,-2.236068
5,12,&D\DYY?,2,4,2.141336;1.000000;1.000000;-0.515138;-3.626198,2.141336,-3.626198
5,14,&D\UZL?,4,4,2.141336;1.000000;1.000000;-0.515138;-3.626198,2.141336,-3.626198
5,11,&D^@QU?,1,5,2.000000;1.732051;1.000000;-1.732051;-3.000000,2.000000,-3.000000
5,11,&D\DYH?,1,5,2.000000;1.732051;1.000000;-1.732051;-3.000000,2.000000,-3.000000
5,13,&D^QRU?,3,5,2.000000;1.793604;0.284079;-0.557537;-3.520147,2.000000,-3.520147
5,13,&D\UJX?,3,4,2.000000;1.000000;1.000000;-0.267949;-3.732051,2.000000,-3.732051
5,13,&D\UJL?,3,5,2.000000;1.793604;0.284079;-0.557537;-3.520147,2.000000,-3.520147
5,15,&D\UZ\?,5,5,2.000000;1.793604;0.284079;-0.557537;-3.520147,2.000000,-3.520147
5,13,&D^QUF?,3,5,2.000000;1.732051;1.000000;-1.732051;-3.000000,2.000000,-3.000000
5,13,&D\U]W?,3,5,2.000000;1.732051;1.000000;-1.732051;-3.000000,2.000000,-3.000000
